CO_CURSO|NO_CURSO
1458355|NEGÓCIOS IMOBILIÁRIOS
1458356|PROCESSOS GERENCIAIS
1458357|PRODUÇÃO PUBLICITÁRIA
1458358|REDES DE COMPUTADORES
1458362|PEDAGOGIA
1458365|ENGENHARIA DE PRODUÇÃO
1458367|ENGENHARIA ELETRÔNICA
1458370|CIÊNCIAS CONTÁBEIS
1458373|ADMINISTRAÇÃO
1458374|CIÊNCIAS CONTÁBEIS
1458375|ENGENHARIA ELETRÔNICA
1458381|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1458384|GESTÃO DE RECURSOS HUMANOS
1458385|GESTÃO FINANCEIRA
1458386|LOGÍSTICA
1458387|MARKETING
1458388|PEDAGOGIA
1458389|ENGENHARIA DE PRODUÇÃO
1458390|LETRAS - PORTUGUÊS E INGLÊS
1458391|MATEMÁTICA
1458392|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1458393|COMÉRCIO EXTERIOR
1458394|DESIGN DE MODA
1458395|GESTÃO COMERCIAL
1458396|GESTÃO DA QUALIDADE
1458397|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1458398|GESTÃO DE RECURSOS HUMANOS
1458401|GESTÃO DE TURISMO
1458403|GESTÃO FINANCEIRA
1458411|GESTÃO HOSPITALAR
1458412|GESTÃO PÚBLICA
1458413|LOGÍSTICA
1458414|MARKETING
1458415|PROCESSOS GERENCIAIS
1458416|PEDAGOGIA
1458489|GESTÃO DE TURISMO
1458549|ADMINISTRAÇÃO
1458550|CIÊNCIAS CONTÁBEIS
1458551|PEDAGOGIA
1458610|PROCESSOS GERENCIAIS
1458611|MARKETING
1458613|GESTÃO DE RECURSOS HUMANOS
1458614|GESTÃO DA QUALIDADE
1458615|LOGÍSTICA
1458616|GESTÃO AMBIENTAL
1458617|GESTÃO HOSPITALAR
1458618|GESTÃO FINANCEIRA
1458623|PEDAGOGIA
1458624|ADMINISTRAÇÃO
1458627|CIÊNCIAS CONTÁBEIS
1458628|PROCESSOS GERENCIAIS
1458629|MARKETING
1458630|GESTÃO DE RECURSOS HUMANOS
1458633|LOGÍSTICA
1458636|GESTÃO FINANCEIRA
1486947|GESTÃO PÚBLICA
1510848|FUTEBOL
18006|ADMINISTRAÇÃO
18007|TURISMO
18140|CIÊNCIAS CONTÁBEIS
20717|EDUCAÇÃO FÍSICA
21254|FISIOTERAPIA
21464|SISTEMAS DE INFORMAÇÃO
25489|ADMINISTRAÇÃO
45153|JORNALISMO
45156|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
52906|DIREITO
68211|PROCESSOS GERENCIAIS
68261|TELEMÁTICA
68263|DESIGN DE INTERIORES
68267|GESTÃO HOSPITALAR
68275|MARKETING
68279|GESTÃO DE RECURSOS HUMANOS
70051|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
72070|REDES DE COMPUTADORES
108388|DESIGN DE MODA
108788|JOGOS DIGITAIS
108790|DESIGN GRÁFICO
109284|NUTRIÇÃO
320717|EDUCAÇÃO FÍSICA
1069733|PSICOLOGIA
1204845|CIÊNCIAS CONTÁBEIS
1204870|REDES DE COMPUTADORES
1205894|ADMINISTRAÇÃO
1205913|GESTÃO HOSPITALAR
1205960|GESTÃO DE RECURSOS HUMANOS
1206001|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1206118|MARKETING
1206129|PROCESSOS GERENCIAIS
1314309|ADMINISTRAÇÃO
1314310|CIÊNCIAS CONTÁBEIS
1314312|ARQUITETURA E URBANISMO
1314313|GESTÃO DE RECURSOS HUMANOS
1315083|ENGENHARIA CIVIL
1315087|ENGENHARIA DE PRODUÇÃO
1349091|CIÊNCIAS CONTÁBEIS
1349153|PUBLICIDADE E PROPAGANDA
1349154|JORNALISMO
1380932|FISIOTERAPIA
1380933|EDUCAÇÃO FÍSICA
1381821|NUTRIÇÃO
1381930|EDUCAÇÃO FÍSICA
1404113|ENGENHARIA ELÉTRICA
1419852|BIOMEDICINA
1419854|FARMÁCIA
1419886|CIÊNCIA DA COMPUTAÇÃO
1419887|BIOMEDICINA
1419893|ENGENHARIA MECÂNICA
1420386|ESTÉTICA E COSMÉTICA
1454301|RADIOLOGIA
1454302|RADIOLOGIA
1475544|RADIOLOGIA
1487373|GESTÃO DE SEGURANÇA PRIVADA
1487377|CIÊNCIA DA COMPUTAÇÃO
1487454|ENGENHARIA CIVIL
1487469|GESTÃO FINANCEIRA
5000234|ARQUITETURA E URBANISMO
5000235|ENFERMAGEM
18013|SISTEMAS DE INFORMAÇÃO
18014|ADMINISTRAÇÃO
18239|DIREITO
37783|CIÊNCIAS CONTÁBEIS
73530|ARQUITETURA E URBANISMO
73535|FARMÁCIA
73537|ENFERMAGEM
73539|NUTRIÇÃO
73555|CIÊNCIAS CONTÁBEIS
73557|DIREITO
89522|FISIOTERAPIA
90363|EDUCAÇÃO FÍSICA
90455|ENFERMAGEM
90467|FARMÁCIA
90469|GASTRONOMIA
90569|ADMINISTRAÇÃO
90571|FISIOTERAPIA
90776|COMUNICAÇÃO SOCIAL
91431|SISTEMAS DE INFORMAÇÃO
101566|EDUCAÇÃO FÍSICA
102574|EDUCAÇÃO FÍSICA
111258|ARQUITETURA E URBANISMO
114777|GESTÃO DE RECURSOS HUMANOS
115980|ADMINISTRAÇÃO
115984|ENFERMAGEM
116022|EDUCAÇÃO FÍSICA
120481|GESTÃO PÚBLICA
120558|DIREITO
120575|LETRAS - PORTUGUÊS E INGLÊS
1110563|ODONTOLOGIA
1261748|ENGENHARIA CIVIL
1279433|ODONTOLOGIA
1279434|PSICOLOGIA
1306634|MARKETING
1419799|MEDICINA
1441745|CIÊNCIAS CONTÁBEIS
1441747|ADMINISTRAÇÃO
1441749|GESTÃO AMBIENTAL
1441750|GESTÃO DE RECURSOS HUMANOS
1441752|GESTÃO FINANCEIRA
1441753|GESTÃO PÚBLICA
1441754|PROCESSOS GERENCIAIS
1441755|LOGÍSTICA
1483494|PEDAGOGIA
19959|FISIOTERAPIA
58792|DIREITO
71257|ENFERMAGEM
90754|NUTRIÇÃO
1133465|GESTÃO AMBIENTAL
1260039|GESTÃO DE RECURSOS HUMANOS
1283028|SISTEMAS DE INFORMAÇÃO
1351256|LOGÍSTICA
1405878|ESTÉTICA E COSMÉTICA
1406222|GASTRONOMIA
5000231|ADMINISTRAÇÃO
19614|PEDAGOGIA
57928|DIREITO
89813|EDUCAÇÃO FÍSICA
90734|ENFERMAGEM
94903|ADMINISTRAÇÃO
43681|MANUTENÇÃO INDUSTRIAL
44249|ABI - CIÊNCIAS DA NATUREZA
44250|CIÊNCIAS DA NATUREZA
44251|CIÊNCIAS DA NATUREZA
44252|CIÊNCIAS DA NATUREZA
52435|GEOGRAFIA
52437|DESIGN GRÁFICO
52442|MATEMÁTICA
60074|SISTEMAS DE TELECOMUNICAÇÕES
92277|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
96861|ARQUITETURA E URBANISMO
111916|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
115374|SISTEMAS DE INFORMAÇÃO
1117598|CIÊNCIA E TECNOLOGIA DE ALIMENTOS
1153427|ENGENHARIA AMBIENTAL
1158921|FÍSICA
1158924|QUÍMICA
1159013|BIOLOGIA
1179903|CIÊNCIAS: BIOLOGIA, FÍSICA E QUÍMICA
1259974|LETRAS - PORTUGUÊS E LITERATURAS
1286732|SISTEMAS DE INFORMAÇÃO
1349105|ENGENHARIA ELÉTRICA
1349106|ENGENHARIA DE COMPUTAÇÃO
1349107|HOTELARIA
1349108|EDUCAÇÃO FÍSICA
1349109|TEATRO
1349405|MÚSICA - EDUCAÇÃO MUSICAL
1427683|GASTRONOMIA
1431773|ENGENHARIA ELÉTRICA
1466654|QUÍMICA
1466815|ENGENHARIA MECÂNICA
1473490|ENGENHARIA MECÂNICA
18042|PEDAGOGIA
37798|ADMINISTRAÇÃO
1166767|CIÊNCIAS CONTÁBEIS
1441166|DIREITO
50179|DIREITO
18082|ADMINISTRAÇÃO
51678|DIREITO
15191|NUTRIÇÃO
15192|CIÊNCIAS BIOLÓGICAS
80208|NATUROTERAPIA, COM ÊNFASE EM TERAPIAS ORIENTAIS
80209|YOGA, ÊNFASE EM YOGATERAPIA
105368|HISTÓRIA
105376|GEOGRAFIA
11161|HISTÓRIA
11162|GEOGRAFIA
11163|MATEMÁTICA
11166|ADMINISTRAÇÃO
11167|CIÊNCIAS CONTÁBEIS
11169|CIÊNCIAS ECONÔMICAS
11171|QUÍMICA
11193|CIÊNCIAS CONTÁBEIS
18322|AGRONOMIA
18323|MEDICINA VETERINÁRIA
18496|CIÊNCIAS BIOLÓGICAS
19262|ENGENHARIA DE ALIMENTOS
19263|ENGENHARIA FLORESTAL
19264|EDUCAÇÃO FÍSICA
19328|CIÊNCIAS CONTÁBEIS
19329|HISTÓRIA
19330|NUTRIÇÃO
19331|ENFERMAGEM
21535|FISIOTERAPIA
25783|LETRAS - LÍNGUA PORTUGUESA
25784|LETRAS - INGLÊS
43778|LETRAS - LÍNGUA PORTUGUESA
43780|LETRAS - ESPANHOL
43781|LETRAS - INGLÊS
43788|GEOGRAFIA
44419|SECRETARIADO EXECUTIVO
44421|SERVIÇO SOCIAL
45352|ADMINISTRAÇÃO
49701|FILOSOFIA
60895|FÍSICA
60899|PUBLICIDADE E PROPAGANDA
60900|JORNALISMO
61066|FONOAUDIOLOGIA
61592|EDUCAÇÃO FÍSICA
64103|PSICOLOGIA
64114|ENGENHARIA AMBIENTAL
64153|FARMÁCIA
64196|TURISMO
64284|ADMINISTRAÇÃO
88606|CIÊNCIAS BIOLÓGICAS
101628|GEOGRAFIA
101662|PEDAGOGIA
101712|CIÊNCIA DA COMPUTAÇÃO
101751|PEDAGOGIA
101753|PEDAGOGIA
101762|PEDAGOGIA
101766|PEDAGOGIA
103572|MATEMÁTICA
108262|PEDAGOGIA
150263|ADMINISTRAÇÃO
150264|ADMINISTRAÇÃO
150284|ADMINISTRAÇÃO PÚBLICA
150286|PEDAGOGIA
311171|QUÍMICA
1160947|HISTÓRIA
1270676|ARTE
1303607|CIÊNCIAS BIOLÓGICAS
1313031|MATEMÁTICA APLICADA E COMPUTACIONAL
1313480|LETRAS - PORTUGUÊS
1313481|SECRETARIADO EXECUTIVO
1313482|CIÊNCIAS ECONÔMICAS
1404041|EDUCAÇÃO FÍSICA
1404042|LETRAS - PORTUGUÊS
1404044|ARTES
1420044|TURISMO
1445246|GESTÃO PÚBLICA
1448710|MEDICINA
7376|ENGENHARIA MECÂNICA
7378|DIREITO
7382|PEDAGOGIA
7399|ODONTOLOGIA
18699|CIÊNCIAS CONTÁBEIS
20861|FISIOTERAPIA
20862|ARQUITETURA E URBANISMO
49881|CIÊNCIA DA COMPUTAÇÃO
79044|GESTÃO COMERCIAL
79217|NUTRIÇÃO
79225|ENFERMAGEM
79241|ENGENHARIA DE PRODUÇÃO
90488|ADMINISTRAÇÃO
107766|MEDICINA
318956|EDUCAÇÃO FÍSICA
1139464|ENGENHARIA CIVIL
4695|PEDAGOGIA
4699|ADMINISTRAÇÃO
4701|DIREITO
20348|EDUCAÇÃO FÍSICA
20350|ENGENHARIA
21563|FISIOTERAPIA
32884|PSICOLOGIA
91585|BIOMEDICINA
97317|GASTRONOMIA
99857|ODONTOLOGIA
120414|ENGENHARIA DE PRODUÇÃO
121095|FARMÁCIA
121115|ENGENHARIA CIVIL
121117|ENGENHARIA DE SEGURANÇA NO TRABALHO
121119|ENGENHARIA QUÍMICA
121123|DESIGN GRÁFICO
121125|DESIGN DE INTERIORES
121137|ESTÉTICA E COSMÉTICA
121143|MARKETING
121147|ENGENHARIA ELÉTRICA
121153|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
320348|EDUCAÇÃO FÍSICA
1120215|AGRONOMIA
1138990|ARQUITETURA E URBANISMO
1139841|MEDICINA VETERINÁRIA
1292996|CIÊNCIAS CONTÁBEIS
1293006|GESTÃO DE RECURSOS HUMANOS
18147|PSICOLOGIA
48239|CIÊNCIAS CONTÁBEIS
48242|ADMINISTRAÇÃO
55600|DIREITO
86830|ENFERMAGEM
86832|FISIOTERAPIA
96361|NUTRIÇÃO
101269|PEDAGOGIA
105972|ENGENHARIA DE PRODUÇÃO
108702|FARMÁCIA
116722|SERVIÇO SOCIAL
1130206|EDUCAÇÃO FÍSICA
1130233|ENGENHARIA CIVIL
1130234|ENGENHARIA ELÉTRICA
1323598|ARQUITETURA E URBANISMO
1353263|ODONTOLOGIA
1474800|ESTÉTICA E COSMÉTICA
5000011|EDUCAÇÃO FÍSICA
18155|MATEMÁTICA
18289|ADMINISTRAÇÃO
19604|CIÊNCIAS CONTÁBEIS
74199|PEDAGOGIA
90827|DIREITO
1260512|LOGÍSTICA
1304815|GESTÃO DE RECURSOS HUMANOS
1304817|GESTÃO DA PRODUÇÃO INDUSTRIAL
1388729|ENGENHARIA DE PRODUÇÃO
1441277|PSICOLOGIA
18163|ADMINISTRAÇÃO
66121|DIREITO
87760|ODONTOLOGIA
87818|PSICOLOGIA
107884|CIÊNCIAS ECONÔMICAS
107886|ADMINISTRAÇÃO
107888|TURISMO
107890|CIÊNCIAS CONTÁBEIS
16984|CIÊNCIAS ECONÔMICAS
16985|CIÊNCIAS CONTÁBEIS
16987|MATEMÁTICA
16988|LETRAS - LÍNGUA PORTUGUESA
58836|TURISMO
58838|ADMINISTRAÇÃO
58907|PEDAGOGIA
68415|SISTEMA DE INFORMAÇÃO
74130|DIREITO
97135|GESTÃO HOSPITALAR
97137|NEGÓCIOS IMOBILIÁRIOS
100175|SEGURANÇA NO TRABALHO
104162|GESTÃO COMERCIAL
104164|MARKETING
104166|REDES DE COMPUTADORES
1149044|ADMINISTRAÇÃO
1150931|TURISMO
1151098|CIÊNCIAS CONTÁBEIS
1154415|ENFERMAGEM
1154417|FISIOTERAPIA
1155586|FISIOTERAPIA
1160541|ENFERMAGEM
1163675|ENGENHARIA DE PRODUÇÃO
1163799|EDUCAÇÃO FÍSICA
1170620|ENGENHARIA DE PRODUÇÃO
1192719|ENGENHARIA AMBIENTAL E SANITÁRIA
1283123|ARQUITETURA E URBANISMO
1368568|ADMINISTRAÇÃO
1368569|CIÊNCIAS CONTÁBEIS
1368570|GESTÃO DE RECURSOS HUMANOS
1368571|PEDAGOGIA
1390508|DIREITO
1454960|BIOMEDICINA
1455202|NUTRIÇÃO
1486907|ADMINISTRAÇÃO
1486908|ENGENHARIA DE PRODUÇÃO
1486909|MARKETING
1486910|CIÊNCIAS CONTÁBEIS
1486922|PEDAGOGIA
1486929|CIÊNCIAS ECONÔMICAS
1487185|ESTÉTICA E COSMÉTICA
1487186|FARMÁCIA
1487187|NUTRIÇÃO
1487188|FISIOTERAPIA
1487239|EDUCAÇÃO FÍSICA
1487284|FARMÁCIA
1487286|ARQUITETURA E URBANISMO
1487287|ARQUITETURA E URBANISMO
1487529|ENGENHARIA CIVIL
1516525|ESTÉTICA E COSMÉTICA
1516526|BIOMEDICINA
1516544|MARKETING
1516545|GESTÃO PÚBLICA
1517119|BIOMEDICINA
1517121|BIOMEDICINA
1517122|ADMINISTRAÇÃO
1517123|CIÊNCIAS ECONÔMICAS
1517124|MARKETING
1517128|SERVIÇO SOCIAL
20428|DIREITO
18187|ADMINISTRAÇÃO
21263|PEDAGOGIA
18255|ADMINISTRAÇÃO
21752|PEDAGOGIA
47633|EDUCAÇÃO FÍSICA
54789|LETRAS
5041|HISTÓRIA
17864|ADMINISTRAÇÃO
17866|ANÁLISE DE SISTEMAS
17868|CIÊNCIAS CONTÁBEIS
18271|EDUCAÇÃO FÍSICA
18593|FISIOTERAPIA
19304|NUTRIÇÃO
19332|ENGENHARIA DE PRODUÇÃO MECÂNICA
19333|ENGENHARIA CIVIL
20088|ADMINISTRAÇÃO
20089|ARQUITETURA E URBANISMO
27543|LETRAS - INGLÊS
35172|PEDAGOGIA
35818|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
48549|DIREITO
72401|BIOLOGIA
72405|BIOMEDICINA
72407|ENFERMAGEM
89060|GASTRONOMIA
89064|CIÊNCIA DA COMPUTAÇÃO
89086|COMUNICAÇÃO SOCIAL
89088|FARMÁCIA
89090|JORNALISMO
89153|ENGENHARIA MECATRÔNICA
89157|ENGENHARIA ELÉTRICA
89164|GESTÃO AMBIENTAL
89168|GESTÃO DE RECURSOS HUMANOS
89172|MARKETING
89183|DESIGN DE MODA
89208|DECORAÇÃO & DESIGN
97783|GESTÃO FINANCEIRA
97785|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
97787|FOTOGRAFIA
97788|LOGÍSTICA
97794|CINEMA
97796|SERVIÇO SOCIAL
106841|COMÉRCIO EXTERIOR
106845|GESTÃO DA QUALIDADE
106952|PROCESSOS GERENCIAIS
115422|ENGENHARIA AMBIENTAL E SANITÁRIA
123171|PSICOLOGIA
415436|EDUCAÇÃO FÍSICA
1051331|DIREITO
1156285|ENGENHARIA DE PRODUÇÃO
1156633|AUTOMAÇÃO INDUSTRIAL
1158910|GESTÃO DA PRODUÇÃO INDUSTRIAL
1160184|MANUTENÇÃO INDUSTRIAL
1162578|CIÊNCIAS CONTÁBEIS
1169573|DESIGN GRÁFICO
1169574|GESTÃO COMERCIAL
1182589|ARTES VISUAIS
1182590|MÚSICA - MÚSICA POPULAR BRASILEIRA
1182591|TEATRO
1182592|ESTÉTICA
1184181|CIÊNCIAS BIOLÓGICAS
1366926|ODONTOLOGIA
1382750|MEDICINA VETERINÁRIA
1382766|GESTÃO DE RECURSOS HUMANOS
1382770|LOGÍSTICA
1382773|PEDAGOGIA
1382777|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1382800|ESTÉTICA E COSMÉTICA
1382808|ENGENHARIA MECÂNICA
1382809|DESIGN DE INTERIORES
1454699|ARQUITETURA E URBANISMO
1454710|RADIOLOGIA
1454713|EDUCAÇÃO FÍSICA
1454726|ENGENHARIA QUÍMICA
18238|PRODUÇÃO GRÁFICA
18241|ADMINISTRAÇÃO
20616|ENGENHARIA DE PRODUÇÃO
21268|CIÊNCIAS CONTÁBEIS
84597|MARKETING
84599|PROCESSOS GERENCIAIS
102094|DIREITO
107972|LOGÍSTICA
107974|GESTÃO DE RECURSOS HUMANOS
118366|SISTEMAS PARA INTERNET
118368|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1205602|REDES DE COMPUTADORES
1304953|ENGENHARIA CIVIL
1331838|ARQUITETURA E URBANISMO
1365602|ADMINISTRAÇÃO
1365603|PROCESSOS GERENCIAIS
1365604|MARKETING
5316|DIREITO
5317|ADMINISTRAÇÃO
5320|CIÊNCIAS CONTÁBEIS
5329|DIREITO
5331|CIÊNCIAS ECONÔMICAS
5332|ADMINISTRAÇÃO
5333|CIÊNCIAS CONTÁBEIS
5337|ADMINISTRAÇÃO
5338|CIÊNCIAS CONTÁBEIS
5343|ADMINISTRAÇÃO
19316|DIREITO
19323|CIÊNCIAS CONTÁBEIS
20060|DIREITO
20061|CIÊNCIA DA COMPUTAÇÃO
20924|ADMINISTRAÇÃO
20925|DIREITO
20927|CIÊNCIAS CONTÁBEIS
42248|ADMINISTRAÇÃO
42271|DIREITO
42279|CIÊNCIAS CONTÁBEIS
57158|HISTÓRIA
57160|LETRAS
57162|CIÊNCIAS SOCIAIS
57180|COMUNICAÇÃO SOCIAL
57182|COMUNICAÇÃO SOCIAL
57228|PEDAGOGIA
66447|RELAÇÕES INTERNACIONAIS
66484|COMUNICAÇÃO SOCIAL - JORNALISMO
66487|ENGENHARIA DE PRODUÇÃO
66489|SISTEMA DE INFORMAÇÃO
72494|DESIGN DE INTERIORES
74510|PROGRAMA ESPECIAL DE FORMAÇÃO DE DOCENTE
79886|MÚSICA
82656|PEDAGOGIA
85160|ENGENHARIA DE PRODUÇÃO
105076|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
105078|RELAÇÕES INTERNACIONAIS
105100|PROCESSOS GERENCIAIS
108114|ADMINISTRAÇÃO
108750|PEDAGOGIA
111102|DIREITO
111104|CIÊNCIAS CONTÁBEIS
111106|ADMINISTRAÇÃO
111108|DIREITO
111110|DIREITO
118464|DESIGN DE MODA
120040|GESTÃO COMERCIAL
123280|ADMINISTRAÇÃO
357158|HISTÓRIA
357162|CIÊNCIAS SOCIAIS
1139946|ADMINISTRAÇÃO
1152516|ENGENHARIA MECÂNICA
1160515|ENGENHARIA DE PRODUÇÃO
1160616|LETRAS - PORTUGUÊS E INGLÊS
1160780|PEDAGOGIA
1160800|HISTÓRIA
1160801|LETRAS
1160851|PEDAGOGIA
1160865|LETRAS - PORTUGUÊS E INGLÊS
1160875|HISTÓRIA
1166699|ENGENHARIA DE PRODUÇÃO
1168553|SERVIÇO SOCIAL
1178810|CIÊNCIAS CONTÁBEIS
1181053|HISTÓRIA
1186237|LETRAS - PORTUGUÊS E INGLÊS
1186240|LETRAS
1186254|SERVIÇO SOCIAL
1188430|ADMINISTRAÇÃO
1188431|CIÊNCIAS CONTÁBEIS
1188432|PEDAGOGIA
1193422|ENGENHARIA DE PRODUÇÃO
1193456|ENGENHARIA DE PRODUÇÃO
1204501|ENGENHARIA DE PRODUÇÃO
1204757|ARTES VISUAIS
1205571|SERVIÇO SOCIAL
1259289|ENGENHARIA CIVIL
1259290|ENGENHARIA CIVIL
1269876|TEATRO
1279421|DESENHO INDUSTRIAL
1285522|DANÇA
1299194|ARTES VISUAIS
1303491|ENGENHARIA CIVIL
1321983|GASTRONOMIA
1324163|ADMINISTRAÇÃO
1324164|ENGENHARIA DE PRODUÇÃO
1324165|ENGENHARIA CIVIL
1333512|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1350432|CIÊNCIAS CONTÁBEIS
1453325|PROCESSOS GERENCIAIS
1453326|PROCESSOS GERENCIAIS
1453327|GESTÃO DE RECURSOS HUMANOS
1453328|GESTÃO DE RECURSOS HUMANOS
1453329|ADMINISTRAÇÃO
1453330|CIÊNCIAS CONTÁBEIS
1453331|ENGENHARIA MECÂNICA
1453332|ENGENHARIA MECÂNICA
1453333|ENGENHARIA ELÉTRICA
1453334|ENGENHARIA ELÉTRICA
1453335|ENGENHARIA ELÉTRICA
1453336|ENGENHARIA MECÂNICA
1453337|ENGENHARIA MECÂNICA
1453338|ENGENHARIA ELÉTRICA
1481774|ADMINISTRAÇÃO
1481775|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1481776|CIÊNCIAS CONTÁBEIS
1481777|ENGENHARIA DE PRODUÇÃO
1481778|GESTÃO COMERCIAL
1481781|GESTÃO FINANCEIRA
1481783|LOGÍSTICA
1481785|MARKETING
1481787|PEDAGOGIA
1481788|PROCESSOS GERENCIAIS
1481790|GESTÃO DE RECURSOS HUMANOS
1481791|SERVIÇO SOCIAL
1496237|CIÊNCIAS ECONÔMICAS
1496239|COMÉRCIO EXTERIOR
1496243|LETRAS - INGLÊS
1497640|GESTÃO DE RECURSOS HUMANOS
1505909|GESTÃO DE RECURSOS HUMANOS
5000988|DIREITO
58114|DIREITO
1153404|ADMINISTRAÇÃO
1183548|ENFERMAGEM
1183569|PEDAGOGIA
18263|ADMINISTRAÇÃO
100524|PEDAGOGIA
101125|DIREITO
101881|LETRAS - PORTUGUÊS E INGLÊS
21269|EDUCAÇÃO FÍSICA
92980|BIOMEDICINA
96096|ODONTOLOGIA
318265|CIÊNCIAS BIOLÓGICAS
321269|EDUCAÇÃO FÍSICA
1056198|MEDICINA VETERINÁRIA
21079|DIREITO
27815|LETRAS - LÍNGUA PORTUGUESA
29680|LETRAS - INGLÊS
58721|GESTÃO DE RECURSOS HUMANOS
67306|GASTRONOMIA
72167|FOTOGRAFIA
80109|PSICOLOGIA
86754|GESTÃO EXECUTIVA DE NEGÓCIOS
93209|EVENTOS
97253|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
97255|MARKETING
99946|DESIGN DE INTERIORES
100710|DIREITO
108628|ESTÉTICA E COSMÉTICA
109659|PRODUÇÃO PUBLICITÁRIA
1205189|LOGÍSTICA
1205244|ENGENHARIA CIVIL
1205388|CONSTRUÇÃO DE EDIFÍCIOS
1364570|ADMINISTRAÇÃO
1365443|CIÊNCIAS CONTÁBEIS
18278|ADMINISTRAÇÃO
18722|CIÊNCIAS ECONÔMICAS
1257963|ENGENHARIA DE COMPUTAÇÃO
1257982|ENGENHARIA MECATRÔNICA
1257983|ENGENHARIA MECÂNICA
17575|PEDAGOGIA
17711|CIÊNCIAS CONTÁBEIS
18279|ADMINISTRAÇÃO
49960|DESIGN DE INTERIORES
58391|REDES DE COMPUTADORES
61076|GEOPROCESSAMENTO
71127|SISTEMAS PARA INTERNET
81312|QUÍMICA
95089|AUTOMAÇÃO INDUSTRIAL
95093|AUTOMAÇÃO INDUSTRIAL
95101|NEGÓCIOS IMOBILIÁRIOS
95104|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
100260|ADMINISTRAÇÃO
103481|ENGENHARIA ELÉTRICA
103486|TELEMÁTICA
114942|SISTEMAS DE TELECOMUNICAÇÕES
114944|CONSTRUÇÃO DE EDIFÍCIOS
123002|GESTÃO AMBIENTAL
123105|DESIGN GRÁFICO
123114|CONSTRUÇÃO DE EDIFÍCIOS
123116|SEGURANÇA NO TRABALHO
123118|AGROECOLOGIA
123120|GESTÃO AMBIENTAL
123233|QUÍMICA
123235|ALIMENTOS
123237|MEDICINA VETERINÁRIA
1032499|AGROECOLOGIA
1127900|CONSTRUÇÃO DE EDIFÍCIOS
1128030|MATEMÁTICA
1128096|MATEMÁTICA
1166614|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1167926|GESTÃO COMERCIAL
1176228|LETRAS - LÍNGUA PORTUGUESA
1188374|FÍSICA
1188396|EDUCAÇÃO FÍSICA
1261262|ADMINISTRAÇÃO PÚBLICA
1262856|ENGENHARIA CIVIL
1307356|COMPUTAÇÃO E INFORMÁTICA
1341255|CIÊNCIAS BIOLÓGICAS
1342196|ENGENHARIA DE COMPUTAÇÃO
1457167|MATEMÁTICA
1457168|ENGENHARIA CIVIL
1457169|ENGENHARIA CIVIL
1457171|ENGENHARIA MECÂNICA
1457179|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1457501|CIÊNCIAS BIOLÓGICAS
18300|PEDAGOGIA
50953|ADMINISTRAÇÃO
50956|ENGENHARIA
50957|ENGENHARIA AMBIENTAL
50958|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
68905|DIREITO
90800|FISIOTERAPIA
90947|ENFERMAGEM
92038|PSICOLOGIA
1349797|CIÊNCIAS CONTÁBEIS
1350325|EDUCAÇÃO FÍSICA
18303|PEDAGOGIA
20446|ENFERMAGEM
20447|NUTRIÇÃO
53459|CIÊNCIAS BIOLÓGICAS
53463|ADMINISTRAÇÃO
53490|PUBLICIDADE E PROPAGANDA
83477|JORNALISMO
83478|FARMÁCIA
83480|BIOMEDICINA
90080|DIREITO
353459|CIÊNCIAS BIOLÓGICAS
1205450|CIÊNCIAS CONTÁBEIS
1205553|GESTÃO DE RECURSOS HUMANOS
1283953|PSICOLOGIA
1303475|ENGENHARIA CIVIL
1330493|ENGENHARIA MECÂNICA
1330672|EDUCAÇÃO FÍSICA
18304|ADMINISTRAÇÃO
57546|DIREITO
17315|CIÊNCIAS CONTÁBEIS
17316|ADMINISTRAÇÃO
21258|TURISMO
21833|HOTELARIA
57396|DIREITO
120825|ADMINISTRAÇÃO
1114158|GESTÃO FINANCEIRA
1114349|GESTÃO COMERCIAL
1259124|GESTÃO DE RECURSOS HUMANOS
1284519|ENGENHARIA DE PRODUÇÃO
1284990|ENGENHARIA CIVIL
1439391|BIOMEDICINA
1439395|ENFERMAGEM
19618|ADMINISTRAÇÃO
56194|CIÊNCIAS CONTÁBEIS
